User_ID,User_Name,City_ID,Age,Gender,Phone_No
45,Sana Reddy,2,18,Female,8126779419
46,Madhav Sharma,2,19,Male,6323462067
47,Ishaan Suri,3,63,Male,8848977814
48,Sanjay Tyagi,6,30,Male,8888314129
49,Daksh Dixit,6,36,Female,6247388965
50,Rahul Grewal,6,62,Others,9975075735
51,Bani Sekhon,6,36,Female,7947778589
52,Gia Reddy,6,37,Others,8371091839
53,Siya Pillai,6,62,Male,6050651661
54,Raghav Sangwan,6,68,Others,8080596021
55,Raghav Lamba,5,49,Others,8395477273
56,Sneha Solanki,6,49,Female,8828422065
57,Aaryan Phogat,3,39,Female,9668744823
58,Anika Tyagi,6,58,Male,6877810046
59,Pari Tiwari,1,62,Female,8950943159
60,Jiya Dixit,2,62,Others,7012715030
61,Preeti Taneja,5,27,Male,7323871988
62,Deepak Mahajan,2,49,Others,6038742732
63,Varun Yadav,3,20,Others,7603880169
64,Atharv Patel,2,67,Others,7597147209
65,Zunaira Gill,3,55,Others,9899394431
66,Afreen Dixit,2,54,Others,9069838570
67,Aditya Reddy,1,38,Female,6176062417
68,Ranveer Bajpai,6,42,Others,7644073368
69,Anjali Bahl,3,54,Male,6389819849
70,Ishant Choudhury,5,58,Female,8509322702
71,Naina Malik,4,38,Male,7744537970
72,Afreen Dhillon,4,30,Female,9498932453
73,Sameer Malik,3,60,Others,7921753948
74,Aryan Kohli,2,61,Others,6428025811
75,Riya Bansal,6,61,Others,8962190632
76,Aditya Tripathi,6,67,Female,8380288263
77,Aryan Nair,3,35,Others,9350027368
78,Anvi Rao,5,27,Female,9026616246
79,Abhimanyu Bajwa,3,28,Others,7012132670
80,Ishant Tyagi,3,28,Female,6344687457
81,Mishti Bhardwaj,5,18,Female,9708499550
82,Ishita Taneja,2,53,Female,9023231494
83,Suhani Mehra,4,38,Male,9701946139
84,Aarya Bajpai,4,20,Female,6286504713
85,Kavya Khan,5,49,Others,6909306676
86,Sana Malik,6,36,Male,9968640781
87,Pooja Goel,1,24,Male,9291758881
88,Rudra Gupta,6,44,Others,7029001937
89,Zara Bajwa,2,36,Others,8513772551
90,Siya Verma,1,38,Others,9473154304
91,Arav Hooda,2,32,Others,6746192671
92,Aditya Taneja,3,29,Others,8753220402
93,Anvi Pandey,1,19,Female,7488828100
94,Ishan Grewal,5,41,Others,8830254901
95,Shivaay Sahay,4,54,Female,8694178431
96,Kritika Chaturvedi,5,41,Male,7998769046
97,Preeti Tyagi,2,53,Female,9070555361
98,Rajesh Punia,5,51,Others,8514399053
99,Isha Chauhan,1,26,Others,7347756854
100,Navya Kaushik,6,29,Others,9027166868
101,Sanjay Bhardwaj,1,69,Others,8590606531
102,Anjali Dagar,4,45,Others,9488572854
103,Zoya Goel,2,37,Others,9423922229
104,Reyansh Pathak,3,55,Female,9610478685
105,Jiya Grover,2,43,Female,6336938701
106,Aryan Mehra,1,31,Female,7305838001
107,Kiran Gill,1,41,Female,6961922677
108,Mishti Rao,4,61,Female,6532206644
109,Sunita Dubey,2,24,Male,9543454302
110,Shaurya Bansal,6,55,Male,7822530129
111,Siddharth Mehra,6,27,Female,6922107413
112,Meher Rao,1,20,Female,7387602405
113,Sana Deol,4,64,Others,7636103726
114,Aditya Sidhu,2,27,Female,6962424245
115,Varun Iyer,5,26,Female,9628254048
116,Yuvraj Vats,1,49,Male,6288041897
117,Avni Jakhar,4,53,Female,6246137547
118,Siya Banerjee,5,58,Others,9609881632
119,Amara Iyer,1,32,Others,7844140379
120,Rajesh Grover,5,36,Others,8088958941
121,Riya Iyer,5,58,Others,7310787167
122,Kavya Gautam,2,35,Male,8393356779
123,Ranveer Sandhu,1,58,Female,7767675354
124,Anvi Goel,5,25,Others,7820586450
125,Kaira Khan,5,39,Female,7848457651
126,Ishan Bhardwaj,3,38,Others,9598028638
127,Pooja Suri,2,39,Female,9117118518
128,Mishti Gupta,1,51,Male,7702241716
129,Prisha Chahal,3,47,Female,8336352945
130,Zoya Grover,6,44,Others,6505314234
131,Preeti Choudhury,3,18,Female,6972590430
132,Aryan Deol,3,34,Female,9401919833
133,Rajesh Tiwari,4,71,Male,9980669417
134,Reyansh Deshmukh,6,18,Others,8662590144
135,Zara Brar,5,21,Male,9795660052
136,Ayush Reddy,6,31,Others,9131310004
137,Agastya Mann,1,54,Others,8105983562
138,Shanaya Sangwan,3,65,Others,8576280166
139,Gia Oza,6,19,Male,8869517057
140,Zoya Mehra,6,27,Others,8569508682
141,Suhani Virk,4,64,Female,9537665130
142,Bani Gill,3,62,Others,9987787182
143,Kavya Bhatt,3,51,Others,7618279714
144,Madhav Nair,3,32,Male,8567622655
145,Rishi Chaturvedi,3,45,Others,9010981843
146,Amit Tyagi,4,20,Male,8586718762
147,Myra Lamba,2,62,Male,6823301006
148,Yuvraj Sehrawat,6,55,Male,7605021186
149,Kabir Chahal,3,18,Others,6097822904
150,Ishita Phogat,3,51,Female,8295825533
151,Vanya Mehra,2,62,Others,8957569193
152,Aryan Kapoor,6,36,Male,9707449582
153,Hrithik Lodi,5,52,Others,8816566677
154,Avni Saxena,1,41,Others,9994341759
155,Aditya Sidhu,1,65,Male,6853024541
156,Aarya Dubey,5,34,Male,8468176494
157,Kartik Kulkarni,2,38,Others,7151467345
158,Nandini Sinha,6,24,Others,8749169858
159,Laksh Hooda,4,58,Others,7796929644
160,Riya Solanki,2,18,Male,7242473480
161,Pari Awasthi,3,54,Others,6897016756
162,Yuvraj Garg,6,50,Male,7544812995
163,Pari Garg,5,37,Male,7243430548
164,Gia Deshmukh,6,62,Others,8192377385
165,Prisha Mahajan,2,40,Male,9561677678
166,Laksh Tyagi,2,34,Others,9970358201
167,Bani Tyagi,4,67,Female,7335473581
168,Yuvraj Chahal,3,21,Others,7985571624
169,Varun Shukla,5,36,Female,8563140518
170,Sameer Awasthi,6,43,Female,6761340705
171,Arav Brar,3,40,Female,9286135036
172,Zoya Bahl,1,60,Male,7518788018
173,Navya Brar,2,56,Male,8600442054
174,Shivaay Sangwan,1,39,Female,9987824926
175,Mishti Sinha,3,30,Male,6441196856
176,Aadhya Yadav,3,42,Others,7488611469
177,Vanya Bajwa,6,45,Male,7795988525
178,Advait Chahal,5,25,Male,8878684966
179,Siya Malik,2,57,Others,7275545533
180,Ishan Tyagi,5,42,Others,9382118777
181,Aryan Joshi,2,72,Male,8459227194
182,Riddhima Awasthi,2,39,Female,7103944777
183,Tanu Reddy,1,42,Others,6866484590
184,Vanya Pillai,3,48,Female,8068281841
185,Manan Verma,1,60,Male,9139154732
186,Krishna Menon,2,52,Others,9876333398
187,Myra Randhawa,4,42,Female,9524882962
188,Rahul Thakur,3,24,Female,6691967973
189,Daksh Bansal,6,48,Others,7802294744
190,Rishi Khan,5,33,Male,7636710513
191,Ananya Prasad,3,46,Others,6680104114
192,Daksh Solanki,1,44,Female,7144969250
193,Saanvi Kulkarni,5,49,Others,9926154549
194,Shivaay Banerjee,2,55,Others,9154833040
195,Inaya Joshi,1,35,Others,6945693688
196,Rajesh Lamba,3,43,Female,8717436009
197,Anika Sharma,5,22,Male,7001707317
198,Anshika Sehrawat,1,28,Male,8332565761
199,Zoya Mehra,5,59,Female,7791988090
200,Anjali Khan,6,66,Others,9317119762
201,Sai Goswami,6,47,Male,6840082811
202,Amara Mishra,5,29,Male,7251959332
203,Shaurya Jain,1,30,Female,9595811098
204,Meher Agarwal,3,18,Others,9552240768
205,Aryan Dubey,3,63,Female,7077770876
206,Ishan Menon,2,35,Male,8785181070
207,Preeti Bhardwaj,5,30,Male,6199631622
208,Afreen Joshi,2,41,Female,8174446198
209,Jiya Deswal,5,19,Others,7928976666
210,Sanjay Puri,2,42,Others,9651943689
211,Kunal Kaur,4,63,Others,9391730055
212,Nandini Sandhu,4,71,Others,9425264654
213,Kiaan Mahajan,2,39,Female,8652479600
214,Shivaay Gautam,2,62,Female,9405987484
215,Rishi Dhanda,6,66,Female,6137162320
216,Arav Sehrawat,5,40,Others,7768731381
217,Kavya Goswami,3,38,Female,8699104264
218,Zoya Randhawa,2,48,Male,8350449177
219,Raghav Bhardwaj,2,55,Others,7831755773
220,Ananya Pillai,2,33,Female,8414624117
221,Kiran Tyagi,2,26,Male,7515851873
222,Siddharth Kohli,2,67,Male,8152259851
223,Vikram Trivedi,6,52,Male,6663624229
224,Riddhima Bajwa,6,19,Male,6514470821
225,Suhani Gautam,5,60,Male,9006919611
226,Agastya Gupta,2,32,Male,7355338461
227,Naina Kadian,6,58,Female,7266867139
228,Arjun Shetty,2,38,Male,6495650006
229,Ishant Lamba,5,71,Male,8383206883
230,Sunita Pillai,6,67,Male,6209762141
231,Avni Bhardwaj,5,57,Female,9604125159
232,Advait Bajwa,4,25,Female,7704516945
233,Advait Rao,3,31,Female,7798717047
234,Rudra Joshi,5,44,Female,7284935440
235,Naina Yadav,5,25,Male,9176200780
236,Sneha Sekhon,3,35,Male,9987028864
237,Riddhima Sidhu,1,22,Female,6210143600
238,Ishant Oza,1,55,Female,6029558107
239,Ishani Rathee,2,62,Others,6864497734
240,Aadhya Kulkarni,1,69,Male,9414607983
241,Kartik Shukla,1,60,Others,9621789273
242,Zoya Chatterjee,6,72,Male,9971767647
243,Dhruv Verma,6,72,Female,9457116452
244,Kiaan Warraich,2,28,Male,8262653621
245,Isha Chatterjee,4,47,Male,6178894682
246,Zunaira Mahajan,3,29,Male,9291164917
247,Aavya Patel,6,45,Others,7451440902
248,Jiya Kapoor,5,68,Others,9122904324
249,Rudra Saxena,5,50,Others,6328395275
250,Samarth Chauhan,3,58,Female,7565501308
251,Aaryan Awasthi,1,53,Male,9996584399
252,Prisha Dhanda,5,34,Others,8461617178
253,Daksh Patel,2,26,Male,8289232634
254,Bani Warraich,2,71,Others,9853322613
255,Laksh Sehrawat,4,23,Others,7576108695
256,Aarav Vats,6,51,Female,7885457984
257,Vanya Agarwal,3,26,Others,8743176231
258,Arjun Choudhury,2,20,Others,9650487883
259,Kunal Chahal,3,32,Female,7804464668
260,Pooja Grover,6,28,Male,8379903514
261,Ranveer Prasad,1,26,Male,8469981577
262,Amara Banerjee,4,72,Female,7177786611
263,Hrithik Prasad,5,60,Female,8127154873
264,Sanjay Oza,4,61,Others,9609117577
265,Sana Puri,3,47,Male,6833481338
266,Daksh Taneja,6,29,Male,6641432523
267,Riya Joshi,6,60,Male,9333440848
268,Rishi Sehrawat,1,58,Male,6406546768
269,Arjun Gupta,5,36,Others,6632565055
270,Reyansh Lamba,2,19,Female,9169640447
271,Laksh Khatri,3,41,Others,6115277813
272,Diya Bajpai,6,34,Others,9477818238
273,Ranbir Khan,5,28,Female,9433773676
274,Vikram Khatri,3,51,Female,7307691440
275,Tanu Taneja,2,71,Male,8277211652
276,Madhav Shah,6,41,Male,8328014172
277,Shivaay Jakhar,2,27,Male,8098014425
278,Sara Deol,1,66,Female,6978953175
279,Inaya Shah,1,49,Others,9480465445
280,Kavya Deol,2,18,Female,8984334008
281,Vihaan Goel,3,49,Female,6735626641
282,Prisha Sehrawat,1,31,Others,9659098543
283,Ishani Gill,3,46,Others,7896633260
284,Siya Bahl,1,32,Others,6219568941
285,Sana Prasad,5,54,Male,9674179608
286,Sameer Gautam,5,46,Male,8384621174
287,Agastya Kapoor,3,40,Male,7294006757
288,Arjun Sandhu,4,56,Others,6408093439
289,Ishant Taneja,1,61,Others,8090332968
290,Ananya Shah,3,38,Others,8747819372
291,Tanu Oza,2,67,Others,7641543271
292,Amit Dutta,1,33,Female,7499037871
293,Navya Hooda,5,50,Male,8767918713
294,Aavya Virk,3,19,Female,9112180071
295,Zunaira Bhatt,4,63,Others,6039548697
296,Shivaay Malik,3,69,Others,8094320180
297,Ishant Vats,2,57,Others,8338164818
298,Anjali Nair,5,40,Male,9349467067
299,Manan Iyer,4,43,Male,6991499431
300,Deepak Solanki,1,40,Others,7468873686
301,Aaryan Tyagi,1,64,Male,6324399483
302,Aadhya Kaushik,1,60,Others,7721750558
303,Anika Sharma,5,44,Male,6051519787
304,Ishant Mehra,4,53,Others,7384170369
305,Laksh Banerjee,2,31,Others,8864524649
306,Prisha Punia,1,29,Others,6450410482
307,Myra Phogat,3,46,Male,8803408468
308,Ananya Sandhu,2,38,Female,6120824469
309,Daksh Goswami,1,71,Male,9640049027
310,Siddharth Malik,1,47,Male,7244299966
311,Hrithik Choudhury,6,20,Others,7905436780
312,Ayaan Dhillon,1,20,Male,6607437649
313,Dev Sood,4,45,Others,6619759972
314,Arush Rawat,4,25,Male,9011135484
315,Pooja Dhillon,6,57,Female,8615446240
316,Shaurya Puri,1,45,Female,9579000661
317,Anjali Warraich,3,71,Male,6510762281
318,Aditya Rathee,3,25,Female,9203719700
319,Hrithik Grover,1,23,Others,7647339198
320,Bani Gupta,5,70,Male,9747996697
321,Saanvi Mishra,6,51,Female,9992776718
322,Aaryan Deshmukh,6,41,Female,6144881285
323,Avni Deol,4,54,Others,8603463230
324,Ranbir Sandhu,6,58,Female,8098819893
325,Ranveer Tyagi,6,52,Male,7732372482
326,Madhav Kadian,4,64,Female,7609891399
327,Sunita Saxena,4,54,Male,7135846423
328,Shaurya Rathee,5,59,Others,9452926098
329,Deepak Malhotra,4,58,Others,8199719907
330,Deepak Dixit,3,69,Female,6657608193
331,Inaya Mehra,1,27,Female,8428727976
332,Suhani Warraich,1,61,Female,7660593035
333,Ranveer Dixit,2,18,Others,8081987186
334,Naina Rathee,4,52,Female,8517472061
335,Shaurya Taneja,1,26,Male,8032733955
336,Ranveer Agarwal,6,47,Male,8076493794
337,Suhani Sangwan,2,66,Others,7221881096
338,Tanu Singh,2,54,Others,8886952593
339,Zoya Nair,6,25,Others,7577617650
340,Agastya Gupta,2,28,Female,7234317720
341,Preeti Bajpai,5,56,Female,8346780359
342,Aarya Verma,6,32,Others,8036051790
343,Arjun Lodi,6,25,Others,8544787035
344,Sanjay Goel,1,51,Others,7194475058
345,Vikram Dhillon,3,27,Male,6723180353
346,Anjali Lamba,5,18,Male,7409742831
347,Bani Sangwan,5,68,Female,7810931877
348,Kritika Khan,3,30,Male,6600009172
349,Shivaay Oza,1,59,Male,6528501575
350,Myra Hooda,1,56,Others,9006068570
351,Aarya Reddy,4,25,Male,7728169528
352,Tanu Reddy,6,42,Others,7185578443
353,Anshika Pandey,5,65,Female,9640184696
354,Anjali Sekhon,3,20,Male,9071940833
355,Pooja Shukla,1,28,Others,6674016261
356,Avni Mann,4,54,Others,9179246193
357,Vivaan Awasthi,5,71,Male,6810738784
358,Kiara Malhotra,3,58,Female,8112593576
359,Anjali Mann,6,53,Male,8543517329
360,Anshika Nair,2,31,Female,6677676273
361,Rahul Hooda,1,18,Others,6137867159
362,Rajesh Saxena,5,51,Male,7216645040
363,Aryan Kapoor,3,64,Female,9759133874
364,Siya Joshi,5,31,Female,6829180907
365,Kyra Pandey,3,32,Others,7122828081
366,Deepak Gill,4,58,Male,6979924994
367,Aarya Tyagi,5,19,Female,9314308416
368,Abhimanyu Chauhan,2,66,Others,6461529300
369,Kaira Bose,4,57,Male,9599581578
370,Raghav Rawat,1,63,Others,6064013796
371,Abhimanyu Choudhury,2,42,Male,8202484755
372,Afreen Kulkarni,5,33,Male,8244295537
373,Reyansh Pandey,4,57,Female,7886186889
374,Kiran Bajwa,4,31,Others,8667263516
375,Shivaay Dagar,6,21,Others,7814793643
376,Arav Khan,2,54,Female,9391574427
377,Riya Thakur,4,43,Others,6083549112
378,Kiran Vats,1,29,Male,8200310615
379,Rudra Sandhu,4,63,Others,9990862424
380,Abhimanyu Malhotra,2,46,Others,8115884385
381,Yuvraj Trivedi,5,68,Female,7128185009
382,Ishaan Kohli,5,27,Male,7573689033
383,Afreen Bhatt,4,43,Female,8551312409
384,Shivaay Brar,6,51,Male,8121187694
385,Sunita Shetty,1,62,Female,8207179915
386,Tanu Jain,2,42,Female,9087200303
387,Arjun Vats,5,49,Others,6679959949
388,Reyansh Patel,3,28,Male,6806830359
389,Ishani Lamba,1,36,Female,7682432538
390,Madhav Bose,4,71,Male,7192891715
391,Kiaan Dhillon,2,68,Female,8752832288
392,Prisha Sidhu,1,44,Male,6844107669
393,Sanjay Malhotra,6,59,Others,9687611625
394,Aadhya Bose,5,25,Others,6411118024
395,Nandini Bhardwaj,5,20,Others,7620282663
396,Kiara Sood,6,28,Female,9557492839
397,Samarth Khatri,6,24,Male,9331704892
398,Daksh Agarwal,4,57,Female,6219704973
399,Naina Grewal,4,63,Others,7256167170
400,Zara Sandhu,2,42,Male,7756702081
401,Advait Saxena,6,62,Female,6182529799
402,Kaira Mehra,1,46,Female,8078234937
403,Sara Randhawa,6,59,Male,6405624897
404,Afreen Virk,2,41,Male,8868664492
405,Vivaan Shetty,5,23,Female,8827120987
406,Kaira Dubey,1,52,Female,7750587325
407,Siddharth Tiwari,1,45,Female,7810010384
408,Shivaay Yadav,1,60,Female,6265229111
409,Kartik Jain,1,26,Female,6375306448
410,Ishan Kapoor,5,70,Others,8711630541
411,Rudra Sekhon,3,29,Others,6992048489
412,Anjali Kohli,5,30,Male,9680977703
413,Sara Iyer,4,69,Others,9780708170
414,Anjali Sinha,4,53,Male,9588123161
415,Shanaya Tripathi,1,69,Female,9146865336
416,Ayush Goswami,1,60,Male,7512880205
417,Kiran Taneja,2,53,Female,6736653763
418,Ishant Banerjee,2,60,Female,9449449929
419,Amara Shah,5,57,Others,8777668839
420,Preeti Sekhon,6,36,Female,9756012555
421,Pooja Dagar,4,64,Male,6318564653
422,Kaira Grover,2,72,Male,9624596977
423,Ayush Awasthi,3,28,Others,8845017941
424,Navya Menon,1,42,Female,7142711930
425,Aarya Goswami,4,36,Others,8139586678
426,Aavya Sekhon,2,35,Others,7396848762
427,Aarav Chaturvedi,3,21,Others,8805196265
428,Shanaya Bahl,4,19,Male,9113431064
429,Ayush Khan,2,35,Female,9087246927
430,Vikram Punia,4,45,Male,9862148475
431,Kabir Solanki,5,21,Others,9371107859
432,Sneha Sood,6,23,Female,9651914624
433,Siya Tiwari,5,25,Others,7728713106
434,Naina Suri,4,48,Male,9491747362
435,Kyra Shah,6,38,Others,7305745127
436,Kiran Thakur,6,32,Female,6550957002
437,Kiaan Gill,3,44,Male,8836345064
438,Vivaan Bansal,4,49,Others,7511922879
439,Amara Gautam,4,30,Male,9498229916
440,Sanjay Khan,4,68,Female,8872051212
441,Aarav Tiwari,1,59,Female,8783048317
442,Sanjay Bansal,2,60,Female,9104191373
443,Krishna Banerjee,4,23,Female,8219103060
444,Kiran Tyagi,5,55,Female,6729430875
445,Sanjay Prasad,1,42,Others,8632378663
446,Yuvraj Iyer,1,56,Others,6107937965
447,Zara Dutta,6,49,Male,9400024360
448,Ishan Rawat,4,21,Others,7695025476
449,Reyansh Dhillon,6,48,Male,8085397060
450,Raghav Dahiya,3,61,Male,8248083957
451,Preeti Bajpai,3,57,Male,7882513711
452,Ishaan Phogat,2,51,Female,6094559947
453,Sneha Deol,2,32,Others,7827452583
454,Shanaya Rawat,1,50,Female,6414806351
455,Shaurya Prasad,1,27,Others,7208765111
456,Sanjay Chaturvedi,1,52,Male,9530149340
457,Rudra Sidhu,2,50,Female,6698853506
458,Ranbir Jakhar,1,54,Others,8982883975
459,Aavya Sahay,6,43,Male,8228028873
460,Deepak Malik,3,54,Others,6879861641
461,Agastya Kohli,5,51,Others,7830245421
462,Afreen Jakhar,2,30,Male,8875351973
463,Rajesh Reddy,2,42,Female,9324313601
464,Sanjay Dubey,2,70,Others,7385632983
465,Inaya Malik,1,72,Male,8523947796
466,Aarav Shah,5,18,Male,8755357474
467,Hrithik Pillai,1,42,Male,6837632203
468,Aarya Sekhon,6,70,Others,6955428878
469,Tanu Lodi,2,35,Male,8710692682
470,Gia Mann,1,19,Others,8738788005
471,Rudra Kaushik,4,68,Female,7703060122
472,Vihaan Pathak,4,59,Male,7827485881
473,Aarav Deswal,1,28,Female,9551432517
474,Kiaan Sehrawat,1,32,Others,7033353891
475,Shaurya Bajpai,5,19,Female,9413270175
476,Aarav Solanki,2,33,Male,6903438550
477,Saanvi Verma,2,47,Female,7997250305
478,Nandini Oza,4,60,Male,7444670244
479,Krishna Tripathi,6,40,Others,8123870355
480,Yuvraj Bhardwaj,2,64,Male,9247859907
481,Aarya Tiwari,1,64,Male,7278712589
482,Avni Pathak,4,50,Female,9076233927
483,Kavya Pathak,6,24,Male,7501142285
484,Hrithik Virk,1,58,Female,9672820788
485,Rudra Bajwa,3,43,Male,8807319922
486,Anvi Bhatt,2,49,Male,6912197764
487,Aarav Mishra,3,56,Female,9485636414
488,Shanaya Bansal,6,39,Female,6636576710
489,Krishna Agarwal,5,49,Others,8173021050
490,Pooja Mehra,6,38,Female,6030317991
491,Ayush Kaushik,3,36,Male,6622865129
492,Amara Bajpai,3,70,Male,7385893083
493,Rahul Randhawa,3,62,Female,9202704184
494,Yuvraj Awasthi,6,61,Male,7844170336
495,Aavya Chahal,2,50,Others,9724800630
496,Arjun Randhawa,1,63,Male,6078180707
497,Rajesh Thakur,1,39,Female,7091951466
498,Saanvi Agarwal,4,60,Male,7721320091
499,Varun Rathee,1,69,Female,8153809614
500,Tanu Malhotra,3,62,Others,9266953416
501,Kiara Tripathi,3,18,Female,9549089032
502,Rahul Prasad,1,19,Female,8737062915
503,Ishant Deol,1,71,Female,7949504635
504,Inaya Sahay,2,50,Female,8102251148
505,Laksh Dutta,3,58,Others,7616171650
506,Dhruv Pandey,3,25,Male,8233429831
507,Naina Dubey,1,46,Others,9770112741
508,Dev Tripathi,6,33,Female,7940419198
509,Nandini Garg,1,58,Male,6704883740
510,Sameer Yadav,5,32,Female,9234707107
511,Kiran Solanki,4,46,Others,7530768751
512,Myra Malhotra,1,48,Female,7608505426
513,Bani Solanki,3,31,Female,6679267173
514,Kunal Dhanda,3,50,Others,7799133304
515,Aditya Kaur,4,27,Female,6367197977
516,Arush Rathee,3,61,Others,6612594606
517,Aryan Chauhan,4,36,Others,8020663136
518,Ishan Sandhu,3,55,Others,6589940486
519,Ayush Grover,6,21,Female,7038238050
520,Kartik Prasad,6,52,Female,8738591634
521,Laksh Kohli,4,28,Female,9861593451
522,Atharv Mann,3,71,Female,9178508291
523,Sanjay Chatterjee,6,54,Male,9422119457
524,Arush Yadav,3,20,Male,7624903754
525,Atharv Mahajan,3,72,Male,8357097198
526,Aryan Sangwan,5,33,Female,6270638452
527,Shaurya Reddy,5,41,Others,9633146233
528,Bani Prasad,1,41,Female,7063955151
529,Siya Kadian,2,31,Others,7995421122
530,Kavya Chahal,1,26,Female,9954474303
531,Raghav Sharma,4,25,Others,7548033078
532,Diya Oza,1,29,Female,9505234985
533,Ishan Sood,2,56,Male,9187030794
534,Zoya Malhotra,1,45,Male,9830850685
535,Navya Hooda,4,18,Male,7969404695
536,Raghav Bhardwaj,5,61,Male,6076106226
537,Kartik Shah,5,40,Others,8974173550
538,Inaya Bansal,4,65,Male,8331270042
539,Vanya Lodi,3,44,Female,7172018456
540,Zoya Puri,4,22,Female,7890790528
541,Sara Kaushik,2,63,Male,8444937319
542,Ayush Grewal,3,35,Female,8143026272
543,Naina Gill,4,18,Male,6720294598
544,Amit Randhawa,4,40,Male,9536433139
545,Siddharth Yadav,3,52,Male,7244389716
546,Agastya Gill,4,70,Male,8477529150
547,Bani Randhawa,1,49,Others,6328744826
548,Varun Chahal,4,57,Others,7784584789
549,Kiran Chaturvedi,6,37,Female,8526357933
550,Ishani Pathak,1,72,Female,7482000726
551,Meher Khan,1,24,Female,7331548232
552,Pari Sahay,3,60,Female,9459135959
553,Raghav Sinha,5,25,Male,7014385945
554,Anvi Dhillon,2,56,Others,7770491103
555,Manan Warraich,1,63,Male,9843118392
556,Shaurya Tiwari,6,54,Female,8386860851
557,Sai Suri,1,36,Others,6063911690
558,Jiya Goel,6,18,Others,8181760533
559,Agastya Malik,1,65,Male,9620747063
560,Rajesh Khatri,6,37,Male,6034316885
561,Laksh Joshi,2,51,Male,7428242693
562,Saanvi Thakur,3,49,Female,8961204410
563,Zara Sood,2,31,Others,7222615743
564,Atharv Virk,3,64,Female,7951488701
565,Isha Sehrawat,4,25,Male,6684690640
566,Avni Chaturvedi,2,48,Female,8001440460
567,Atharv Tripathi,6,67,Female,8840215202
568,Ananya Malik,3,32,Male,9054580089
569,Ayush Dagar,2,22,Female,6775244850
570,Prisha Dutta,1,66,Male,8999948970
571,Kartik Bose,5,28,Others,8355003566
572,Aarav Saxena,3,47,Others,8736374323
573,Navya Grover,5,51,Female,9817581784
574,Kartik Kadian,6,57,Female,9359024462
575,Kyra Dhillon,6,22,Others,6416762858
576,Jiya Pillai,1,58,Female,8832840482
577,Ishaan Puri,2,28,Male,8252034435
578,Diya Sahay,2,62,Female,7497031444
579,Ayaan Dixit,5,19,Others,8540563880
580,Inaya Dahiya,2,41,Others,8608973722
581,Ishaan Sinha,4,52,Female,8108908551
582,Aavya Puri,5,30,Male,6554217661
583,Myra Mann,6,35,Others,7468531849
584,Bani Sood,3,38,Male,7210135925
585,Rudra Sehrawat,3,37,Female,6748640573
586,Anika Yadav,1,22,Male,6220254838
587,Kaira Malhotra,1,26,Female,6640871734
588,Sana Bhatt,4,39,Female,8565374056
589,Siya Banerjee,5,44,Female,8404931351
590,Atharv Chaturvedi,4,33,Female,7581210425
591,Yuvraj Taneja,5,51,Others,7524709136
592,Anshika Sandhu,4,70,Female,9802988641
593,Samarth Phogat,2,39,Male,7075433093
594,Vivaan Suri,4,22,Male,7162687501
595,Ishant Vats,6,42,Male,7949913379
596,Dev Tyagi,4,19,Female,8248070359
597,Bani Agarwal,3,45,Female,9803544800
598,Abhimanyu Lamba,3,66,Female,8334113239
599,Aryan Joshi,6,25,Male,6920706750
600,Mishti Reddy,4,43,Others,6074388257
